Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0032990~cell part morphogenesis	59	2.601410935	8.56E-06	ALS2, NRP2, GJA1, GLI2, RAB3IP, NRCAM, ANK3, UNC5A, CXCR4, ROBO3, TOP2B, EGFR, RXRA, EFNB1, VAX1, SLIT2, SMO, BBS2, ADM, VCAN, SLITRK6, DST, UBA52, ONECUT2, CLU, EPHB3, CDH4, EPHB2, ALCAM, HOXA1, IGF1R, PVRL1, MACF1, TNR, BCL11B, BAI1, SNAP25, DCLK1, KLF7, PCNT, ITGA1, NTNG2, RPL24, ISL1, WWTR1, NTN1, GAS7, EPHA4, NOTCH1, LAMA5, ULK2, BAX, MAPK8IP3, CYFIP1, BMPR1B, APBB2, BMP7, CACNA1A, MYH10	1737	256	13528	1.794922999	0.036975945	4.96E-04	0.016075139
GOTERM_BP_FAT	GO:0048666~neuron development	73	3.218694885	8.59E-06	ALS2, GPRIN1, NRP2, GJA1, RORB, GLI2, GDNF, TGFB2, NRCAM, EFHD1, SLC1A3, ANK3, UNC5A, CXCR4, ROBO3, TOP2B, EGFR, RET, EFNB1, RXRA, VAX1, SLIT2, SMO, GNAQ, ADM, VEGFA, VCAN, SLITRK6, DST, UBA52, FGFR1, IRX5, ONECUT2, CLU, ABI2, EPHB3, CDH4, EPHB2, LIF, ALCAM, HOXA1, IGF1R, PVRL1, MACF1, PTK2B, TNR, BCL11B, BAI1, CD24, SNAP25, DCLK1, KLF7, LMX1B, HTT, ITGA1, NTN4, NTNG2, RPL24, FIG4, ISL1, NTN1, GAS7, GNGT1, EPHA4, NOTCH1, ULK2, MAPK8IP3, CYFIP1, BMPR1B, APBB2, BMP7, CACNA1A, MYH10	1737	339	13528	1.677092196	0.037089604	4.91E-04	0.016125493
GOTERM_BP_FAT	GO:0010720~positive regulation of cell development	24	1.058201058	8.71E-06	ARHGEF1, XRCC2, PTPRF, PLXNB1, TNFRSF12A, HOXA11, SOX2, PPARG, SMAD3, KIT, SMAD1, CDH4, NTN1, SLIT2, TGFB1, TGFB2, EPHB2, ACTR3, SMO, VEGFC, NOTCH1, SERPINF1, TIAM1, TGFB1I1	1737	69	13528	2.708918425	0.037613159	4.91E-04	0.01635752
GOTERM_BP_FAT	GO:0060541~respiratory system development	32	1.410934744	8.98E-06	CAV2, PDGFA, FGF9, SOX2, ANO1, GLI2, GLI3, CTTNBP2, HOXA5, CTGF, GATA6, CRISPLD2, FOXF1, HS6ST1, LOX, FGF1, BMP4, MAN1A2, EPAS1, PROX1, FOXP1, FOXP2, NOTCH1, EP300, LAMA5, VEGFA, PSEN2, HOPX, MAPK8IP3, CUX1, ADAMTS2, NFIB	1737	108	13528	2.307597177	0.038752586	5.00E-04	0.016862922
GOTERM_BP_FAT	GO:0048568~embryonic organ development	44	1.940035273	9.77E-06	NOG, HMX2, TSHZ1, NDST1, FGF9, SOX2, EDN1, PRRX1, COL2A1, PRRX2, ZEB1, GLI2, GLI3, TCF7L2, CITED2, HOXA1, GATA2, HOXA3, CHRNA9, HOXA5, FOXF1, HOXA7, SH2B3, MKL2, ALX4, FOXL2, CEBPB, EPAS1, EOMES, PROX1, FZD6, HOXB3, DLX2, HOXB4, HOXB2, HOXB7, HOXB8, HOXB5, VEGFA, HOXB6, SIX1, WNT9A, BMP7, HMX3	1737	172	13528	1.992315004	0.042090082	5.37E-04	0.018346733
GOTERM_BP_FAT	GO:0030324~lung development	30	1.322751323	1.13E-05	CAV2, PDGFA, FGF9, GLI2, GLI3, CTTNBP2, HOXA5, CTGF, CRISPLD2, GATA6, FOXF1, HS6ST1, LOX, FGF1, BMP4, MAN1A2, EPAS1, PROX1, FOXP1, FOXP2, NOTCH1, EP300, LAMA5, VEGFA, PSEN2, HOPX, MAPK8IP3, CUX1, ADAMTS2, NFIB	1737	99	13528	2.360042567	0.048309518	6.11E-04	0.021125607
GOTERM_BP_FAT	GO:0030029~actin filament-based process	56	2.469135802	1.16E-05	RHOJ, DLC1, MTSS1, LIMA1, PDLIM7, WASF3, PDGFB, LMO7, GSN, FMNL1, FMNL2, PROX1, FLNB, RND3, XIRP2, SCIN, FHOD3, SDCBP, TMSB4X, DBN1, DST, LCP1, MYO5A, ALDOA, MYL6, TRIOBP, SHROOM3, SSH1, DIAPH3, ABI2, DAAM1, DAAM2, TPM1, ESPN, PFN1, EZR, SORBS1, MYL6B, PTK2B, OBSL1, CNN2, SH2B2, WIPF1, TRIP10, FGD5, ARHGDIB, NF2, MYO1E, FSCN1, ARFIP2, GAS7, PPP1R9A, EPS8, CDC42BPA, ABL1, MYH10	1737	241	13528	1.809692392	0.049793832	6.23E-04	0.021791479
GOTERM_BP_FAT	GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway	53	2.33686067	1.20E-05	MTSS1, NDST1, PDGFB, FGF9, PDGFA, TGFB1, IL31RA, EIF4EBP1, EIF4EBP2, CTGF, TIAM1, ANGPT1, PDGFC, FGF1, NRG1, SIK2, EGFR, RET, PTPRG, ALK, VEGFC, DOK1, GRB10, VEGFA, ROR1, SORT1, FOXC1, ZFAND5, FGFR1, REPS2, TIPARP, KIT, EPHB3, SRC, EPHB2, IGF1R, SORBS1, DGKD, PTK2B, SH2B2, PIK3R3, EGF, PLAT, MYO1E, AXL, IGF2, APPL1, RPS6KA5, EPHA4, EPS8, HBEGF, CACNA1A, GFRA2	1737	224	13528	1.842729665	0.051591746	6.38E-04	0.022599422
GOTERM_BP_FAT	GO:0051174~regulation of phosphorus metabolic process	96	4.232804233	1.28E-05	DLC1, ALS2, ADCY1, PDGFB, IL6ST, PDGFA, GDF6, EDN1, PRKAG2, TLR3, PKMYT1, PRDX2, ZEB2, TLR4, SDC4, TGFB1, LATS2, SPRY4, IL11, IL31RA, TGFB2, EDNRA, PRKAR2B, MAP3K5, SPRY1, CERKL, MDFIC, CXCR4, MAP3K9, SPRED2, PDGFC, PDGFD, PRKACB, NRG1, PPP1R14C, ADAM9, EGFR, ANAPC2, LIMK2, RBL2, SOCS3, CCDC88C, RBL1, PIM1, HERC5, PKIB, PRKCE, TNFRSF10A, VEGFC, CCND1, TNFRSF10B, PSEN2, ERN1, PEBP1, GADD45B, PRKD3, CAV1, PFKFB2, C5, TRIB3, BCCIP, KIT, TRIB2, APLP2, TRIB1, LIF, IRAK3, DGKD, PTK2B, MAP3K1, NPM1, CD24, THBS1, EGF, BMP4, VAV3, NF2, SMAD6, HCLS1, SMG7, ITGA1, SMAD3, ITGA2, IGF2, DGKI, CDC25B, ATXN1, SH3BP5, CDKN1A, RGS4, BAX, FABP4, MAPK8IP3, LRP8, BMP7, DUSP6	1737	485	13528	1.541570073	0.054809649	6.71E-04	0.024049291
GOTERM_BP_FAT	GO:0019220~regulation of phosphate metabolic process	96	4.232804233	1.28E-05	DLC1, ALS2, ADCY1, PDGFB, IL6ST, PDGFA, GDF6, EDN1, PRKAG2, TLR3, PKMYT1, PRDX2, ZEB2, TLR4, SDC4, TGFB1, LATS2, SPRY4, IL11, IL31RA, TGFB2, EDNRA, PRKAR2B, MAP3K5, SPRY1, CERKL, MDFIC, CXCR4, MAP3K9, SPRED2, PDGFC, PDGFD, PRKACB, NRG1, PPP1R14C, ADAM9, EGFR, ANAPC2, LIMK2, RBL2, SOCS3, CCDC88C, RBL1, PIM1, HERC5, PKIB, PRKCE, TNFRSF10A, VEGFC, CCND1, TNFRSF10B, PSEN2, ERN1, PEBP1, GADD45B, PRKD3, CAV1, PFKFB2, C5, TRIB3, BCCIP, KIT, TRIB2, APLP2, TRIB1, LIF, IRAK3, DGKD, PTK2B, MAP3K1, NPM1, CD24, THBS1, EGF, BMP4, VAV3, NF2, SMAD6, HCLS1, SMG7, ITGA1, SMAD3, ITGA2, IGF2, DGKI, CDC25B, ATXN1, SH3BP5, CDKN1A, RGS4, BAX, FABP4, MAPK8IP3, LRP8, BMP7, DUSP6	1737	485	13528	1.541570073	0.054809649	6.71E-04	0.024049291
GOTERM_BP_FAT	GO:0048704~embryonic skeletal system morphogenesis	21	0.925925926	1.40E-05	NOG, NDST1, PRRX1, COL2A1, ZEB1, PRRX2, GLI3, HOXB3, DLX2, HOXB4, HOXB2, HOXA3, HOXB7, HOXA5, HOXB8, HOXB5, HOXB6, SIX1, HOXA7, WNT9A, ALX4	1737	57	13528	2.869314911	0.059862634	7.26E-04	0.026335928
GOTERM_BP_FAT	GO:0043069~negative regulation of programmed cell death	75	3.306878307	1.94E-05	MEF2C, IER3, XRCC2, WFS1, ARNT2, BNIP3, PRDX2, ITSN1, GDNF, IL31RA, CITED2, PAK7, CAT, FAS, MKL1, NRG1, EGFR, PRAME, SOCS3, PIM1, ADNP, HRK, DAPK1, SMO, AMIGO2, MSX1, KRT18, BTG2, TNFRSF10D, HIPK2, PSEN2, VEGFA, SORT1, FOXC1, TNFAIP3, FAIM2, UBA52, GCLC, CLU, SOX4, NFKBIA, COL2A1, BCL2L1, KIT, TCF7L2, MSX2, IGF1R, SQSTM1, BCL11B, NPM1, TGM2, FAIM, THBS1, RASA1, ANGPTL4, CFLAR, CEBPB, HTT, SMAD6, ANXA1, SMAD3, BIRC5, IGF2, FURIN, ANXA4, CDH13, HDAC3, NOTCH1, DLX1, CDKN1A, SFRP1, BAX, BNIP3L, APBB2, CACNA1A	1737	359	13528	1.627048845	0.081931427	9.93E-04	0.036468352
GOTERM_CC_FAT	GO:0031012~extracellular matrix	92	4.05643739	7.99E-13	CTHRC1, LTBP1, LTBP2, COL21A1, FGF9, NPNT, MMP2, TGFB1, TGFB2, GPC4, NOV, TNFRSF11B, SLC1A3, HMCN1, CTGF, EMID1, TGFBI, COL12A1, LOX, VWA1, FGF1, GPC1, TFPI2, COCH, SCUBE3, MMP16, MMP13, ADAMTS6, ADAMTS9, NAV2, LAMC3, VEGFA, LAMC2, VCAN, WNT9A, COL1A1, LAMC1, COL24A1, DST, ADAMTS2, FRAS1, ADAMTSL1, WNT5B, ADAMTS14, ADAMTSL3, TNC, SPOCK1, COL2A1, TIMP2, LAMB3, LGALS3BP, CRISPLD2, TNR, SMOC1, COL6A2, TFF3, COL6A1, ADAMTS12, FBN2, COL8A1, THBS1, PRSS12, FN1, ANGPTL4, COL4A4, BMP4, COL18A1, FLRT2, HAPLN1, COL4A2, COL4A1, COL13A1, EFEMP1, COL15A1, CCDC80, NTN4, NTNG2, NID1, NID2, EMILIN2, ECM1, NTN1, COL5A2, COL5A1, COL4A5, FBLN1, COL19A1, FREM2, LAMA5, FBLN5, THSD4, BMP7	1588	345	12782	2.14643157	4.82E-10	4.82E-10	1.18E-09
GOTERM_CC_FAT	GO:0005578~proteinaceous extracellular matrix	85	3.747795414	8.17E-12	CTHRC1, LTBP1, LTBP2, COL21A1, FGF9, NPNT, MMP2, TGFB1, GPC4, TNFRSF11B, SLC1A3, HMCN1, CTGF, EMID1, TGFBI, COL12A1, LOX, VWA1, FGF1, GPC1, TFPI2, COCH, MMP16, MMP13, ADAMTS6, ADAMTS9, NAV2, LAMC3, VEGFA, LAMC2, VCAN, WNT9A, COL1A1, LAMC1, COL24A1, ADAMTS2, DST, FRAS1, ADAMTSL1, WNT5B, ADAMTS14, ADAMTSL3, TNC, SPOCK1, COL2A1, TIMP2, LAMB3, LGALS3BP, TNR, SMOC1, COL6A2, TFF3, COL6A1, ADAMTS12, FBN2, COL8A1, FN1, ANGPTL4, COL4A4, COL18A1, BMP4, HAPLN1, FLRT2, COL4A2, COL4A1, COL13A1, EFEMP1, COL15A1, NTN4, CCDC80, NTNG2, NID1, NID2, EMILIN2, ECM1, NTN1, COL5A2, COL5A1, COL4A5, FBLN1, COL19A1, FREM2, LAMA5, FBLN5, THSD4	1588	320	12782	2.138047072	4.92E-09	2.46E-09	1.21E-08
GOTERM_CC_FAT	GO:0044420~extracellular matrix part	42	1.851851852	1.97E-10	FRAS1, FGF9, TNC, COL2A1, TIMP2, LAMB3, HMCN1, SLC1A3, SMOC1, TFF3, COL6A1, COL12A1, LOX, COL8A1, VWA1, PRSS12, FN1, COL18A1, COL4A4, COL4A2, COL4A1, SCUBE3, COL13A1, CCDC80, NTN4, COL15A1, NID1, NID2, COL5A2, NTN1, COL5A1, COL4A5, COL19A1, LAMC3, FREM2, LAMA5, VEGFA, LAMC2, LAMC1, COL1A1, COL24A1, DST	1588	117	12782	2.889427114	1.19E-07	3.96E-08	2.91E-07
GOTERM_CC_FAT	GO:0030054~cell junction	115	5.070546737	3.37E-10	DLC1, SEPT3, CADM1, LMO7, SYT6, ITSN1, AMOTL1, AMOTL2, CALB2, CTTNBP2, DMXL2, CHRNA9, HOMER3, WNK4, SLC2A1, AIF1L, PARD3B, SAMD4A, PTPRK, INADL, ARC, TMEM204, MAGI1, PSD3, GRIN2A, TANC1, SSPN, PCLO, DSP, SDCBP, TGFB1I1, DST, UNC13A, CAV2, CGNL1, CAV1, KEAP1, RIMS2, RIMS3, PVRL1, MACF1, ARPC2, PPL, PVRL3, BAI1, PVRL2, OBSL1, SSX2IP, B4GALT1, GABRE, LPP, SYT11, SYT12, ITGA2, CAMK2N1, CADPS2, DSG2, LASP1, ITGA5, CYFIP2, CDC42BPA, CYFIP1, TRIP6, LIMA1, LZTS1, GRIP1, FERMT1, GJA1, GABBR2, SDC4, GJA3, ACTR3, DLG4, SNTB1, ESAM, DLG5, RIMBP2, NEXN, ARHGAP24, UBN1, CHRM3, KLHL17, XIRP2, DOK7, CLDN2, JAM2, STEAP1, LCP1, FAIM2, LIMS1, SHROOM2, MTDH, SHROOM3, ABI2, CDH2, CLDN11, CDH3, APBB1IP, GJC1, SORBS1, PTK2B, CNN2, SNAP25, MLLT4, ICA1, NF2, COL13A1, NLGN1, TJP1, PPP1R9A, LAYN, DSC3, DSC2, ABCC2, PERP	1588	518	12782	1.786966437	2.03E-07	5.08E-08	4.98E-07
GOTERM_CC_FAT	GO:0005604~basement membrane	30	1.322751323	1.92E-08	FRAS1, FGF9, TNC, COL2A1, TIMP2, LAMB3, HMCN1, SMOC1, VWA1, COL8A1, FN1, COL4A4, COL18A1, COL4A2, COL4A1, NTN4, CCDC80, COL15A1, NID1, NID2, NTN1, COL5A1, COL4A5, LAMC3, LAMA5, FREM2, VEGFA, LAMC2, LAMC1, DST	1588	78	12782	3.095814765	1.16E-05	2.31E-06	2.84E-05
GOTERM_CC_FAT	GO:0070161~anchoring junction	49	2.160493827	3.22E-08	DLC1, CAV2, LIMA1, CAV1, LIMS1, SHROOM2, SHROOM3, FERMT1, LMO7, ABI2, GJA1, KEAP1, CDH2, SDC4, CDH3, APBB1IP, CTTNBP2, SORBS1, PVRL1, ARPC2, PTK2B, PPL, PVRL3, PVRL2, AIF1L, ESAM, DLG5, SSX2IP, MLLT4, B4GALT1, PTPRK, TMEM204, NF2, LPP, ITGA2, NEXN, ARHGAP24, TJP1, DSG2, LAYN, ITGA5, LASP1, DSC3, DSP, DSC2, SDCBP, TGFB1I1, PERP, TRIP6	1588	172	12782	2.293062797	1.94E-05	3.23E-06	4.75E-05
GOTERM_CC_FAT	GO:0044421~extracellular region part	175	7.716049383	7.09E-08	CTHRC1, NOG, LTBP1, LTBP2, IL6ST, PGF, PDGFA, GDF6, IDE, EDN1, FSTL1, DLK1, MMP2, TGFB1, TGFB2, IL11, NOV, CFP, HMCN1, SERPINE2, HTRA1, CTGF, LCAT, TGFBI, COL12A1, PDGFC, LOX, TFPI2, EBI3, ADAM9, COCH, EGFR, YARS, SCUBE3, CST3, FIBCD1, VASH1, ADAMTS6, VEGFC, ADAMTS9, THBD, SERPINF1, LAMC3, NAV2, VEGFA, TFPI, LAMC2, STC1, LAMC1, COL1A1, COL24A1, DST, ADAMTS2, ALDOA, FRAS1, WNT5B, ADAMTSL1, ADAMTSL3, CLU, CYTL1, HDGF, CX3CL1, GREM1, TIMP2, LIF, LAMB3, ACE, LGALS3BP, BCHE, TFF3, EGF, SRGN, FN1, ANGPTL4, COL18A1, PLAT, BMP4, EFEMP1, CCDC80, NTN4, EMILIN2, FURIN, ECM1, NTN1, SFRP1, FREM2, LAMA5, CXCL16, THSD4, TGFBR3, BMP7, BMP8B, BMP5, PON3, COL21A1, FGF9, NPNT, IGFBP7, IGFBP6, SORL1, VGF, GPC4, TNFRSF11B, SLC1A3, GSN, EMID1, GPX3, SEMA3C, ANGPT1, LOXL2, FGF1, NRG1, VWA1, GPC1, ICAM1, IK, ADNP, MMP16, MMP13, SLIT2, IFNAR2, ADM, CPXM1, PLA2G7, PEBP1, VCAN, WNT9A, ADAMTS14, TNC, C5, CRLF1, CD109, SPOCK1, COL2A1, KIT, CCL24, CRISPLD2, TNR, SMOC1, COL6A2, COL6A1, PTN, ADAMTS12, FBN2, PLA2R1, THBS1, COL8A1, QSOX1, PRSS12, COL4A4, FLRT2, HAPLN1, COL4A2, COL4A1, IL8, COL13A1, COL15A1, NTNG2, IGF2, NID1, NID2, COL5A2, COL5A1, COL4A5, DKK2, CDH13, DKK3, FBLN1, COL19A1, FBLN5, HBEGF, LRP8, IGFBP2, IGFBP4, MUC16	1588	960	12782	1.467287206	4.28E-05	6.11E-06	1.05E-04
GOTERM_CC_FAT	GO:0044459~plasma membrane part	351	15.47619048	7.56E-08	DLC1, ATP1B3, CADM1, IL6ST, SLC9A3, SYT6, AMOTL1, ITSN1, AMOTL2, ATP2B1, CD47, S1PR3, CTTNBP2, CHRNA9, HOMER3, KCNK6, WNK4, AIF1L, GNG2, FAS, GNG4, HTR1D, ADAM9, PTPRK, SLC12A7, ARC, NCF2, PTPRF, MAGI1, PTPRG, EFNB1, TRPA1, TANC1, GRIN2A, SSPN, PCLO, SSTR3, PTRF, CD33, RYR1, ROR1, LAMC2, HAS3, TGFB1I1, RAB10, UNC13A, DCBLD2, KCNMB4, CLCN3, GNAI1, ENPP2, MME, BCL2L1, EPHB3, RIMS2, RIMS3, EPHB2, ITGBL1, ALCAM, SLC11A2, ACE, MACF1, PVRL1, PVRL3, TMEM123, PVRL2, BAI1, OBSL1, MAOB, CELSR1, CAMK2N1, ABCG1, NOTCH3, EPHA4, GNGT1, FNBP1, SYNE2, EPS8, LASP1, CD59, CDC42BPA, TGFBR3, RHEB, MAP7, SYTL2, SLC9A1, KCNH1, GYPC, LIMA1, LZTS1, IL27RA, SLC16A10, GRIP1, FERMT1, GJA1, ANPEP, KCNJ12, MCF2L, GJA3, EDNRA, ACTR3, VEPH1, AP1S1, AP1S2, SYNJ2, TUBB3, KCNMA1, ICAM1, GPR176, CACNG8, CACNG6, CACNG4, MMP16, G6PD, DOK3, PSEN2, DOK7, CYBRD1, GNB5, SORT1, STEAP1, SGCB, SHROOM2, LIMS1, SHROOM3, MTDH, RAB3D, GPR64, C5, ABI2, GNG11, KIT, CLDN11, SLC19A1, IL7R, APBB1IP, STARD13, GJC1, EZR, SORBS1, PTK2B, FAT1, PKD1, CD24, RASA3, THBS1, SNAP25, MLLT4, FLRT2, SLC8A1, TRHDE, AXL, NLGN1, FADS2, NTNG2, FZD2, ITPR3, FZD6, SLC16A3, CDH13, SLC16A2, RAB31, TJP1, TFRC, LAYN, SLC16A6, SVIL, KCNF1, HBEGF, ABCC1, LRP8, RAB38, ABCC2, PERP, SEPT3, TSPAN4, CSPG4, EIF5A, TLR3, LMO7, CASK, TLR4, TSPAN9, JAG1, CALB2, NRCAM, DMXL2, ANK1, TRAC, ANK2, ANK3, SLC2A1, SPRED2, SLC4A2, PARD3B, SLC4A4, SLC4A3, SAMD4A, EGFR, INADL, TMEM204, GNB1L, PLXNB1, PSD3, DLL1, NTSR1, THBD, ARRB1, FNBP1L, SDCBP, DSP, DST, SPTB, FRAS1, CAV2, CGNL1, FGFR1, CAV1, SNAP91, LITAF, ITGB4, ITGB5, KEAP1, SRC, SLCO2A1, TUBB, ECE1, LAPTM5, ARPC2, PPL, ITGAV, P2RY1, SSX2IP, FN1, B4GALT1, GABRE, CACNA2D1, RAB8B, CUBN, PTPN3, ADAM23, LPP, PODXL, SYT11, SYT12, ITGA1, CD276, ITGA2, ITGA4, CYB561, TPBG, KCTD7, P2RX5, KCTD9, GPR37, CADPS2, DSG2, TMEM8A, ITGA5, SLC7A2, FREM2, CD274, CYFIP2, CYFIP1, KCTD15, TRIP6, CACNA1D, CACNA1A, KCTD12, RHOJ, SORL1, BCAM, GABBR2, RHOV, SDC4, SPRY4, GPC4, SLC1A4, SLC1A5, SLC1A3, FRMD6, CXCR4, RASL10A, SNTB1, DLG4, RHOC, ESAM, EVI2B, MSN, DLG5, NRG1, GPC1, IFNGR2, SLC1A1, IFNGR1, RHOH, RIMBP2, NEXN, ALK, ARHGAP24, UBN1, PRKD1, BBS2, IFNAR2, CD83, CHRM3, KLHL17, XIRP2, IGF2R, PEBP1, CLDN2, TM4SF1, JAM2, LCP1, FAIM2, SNX18, AP1M2, GPRC5C, BTN2A1, CDH2, CDH3, GPRC5A, CDH4, TPM1, ALDH3A2, IGF1R, RGMB, GPSM1, CAMK2D, HS6ST1, CNN2, PLA2R1, EHD1, SCNN1A, DCLK1, TCIRG1, ICA1, SLC12A2, NF2, COL13A1, ANXA1, TSPAN13, CD99, CYBA, PPP1R9A, DSC3, DSC2, MAPK8IP3, SLC14A1, IGFBP2, BMPR1B	1588	2203	12782	1.282451454	4.56E-05	5.70E-06	1.12E-04
GOTERM_CC_FAT	GO:0005911~cell-cell junction	50	2.204585538	3.35E-07	CADM1, GJA1, LMO7, AMOTL1, AMOTL2, CALB2, GJA3, WNK4, SLC2A1, ESAM, DLG5, PARD3B, PTPRK, INADL, MAGI1, UBN1, CLDN2, DSP, JAM2, STEAP1, CGNL1, SHROOM2, SHROOM3, MTDH, ABI2, KEAP1, CLDN11, CDH2, CDH3, GJC1, PVRL1, SORBS1, PVRL3, PPL, BAI1, PVRL2, OBSL1, CNN2, SSX2IP, MLLT4, B4GALT1, COL13A1, TJP1, DSG2, ITGA5, DSC3, CDC42BPA, DSC2, ABCC2, PERP	1588	190	12782	2.118189049	2.02E-04	2.25E-05	4.96E-04
GOTERM_CC_FAT	GO:0005912~adherens junction	43	1.895943563	5.52E-07	DLC1, CAV2, SHROOM2, LIMS1, CAV1, LIMA1, SHROOM3, FERMT1, LMO7, GJA1, ABI2, KEAP1, CDH2, SDC4, CDH3, APBB1IP, CTTNBP2, SORBS1, PVRL1, ARPC2, PTK2B, PVRL3, PVRL2, AIF1L, ESAM, SSX2IP, DLG5, MLLT4, PTPRK, TMEM204, NF2, LPP, ITGA2, NEXN, ARHGAP24, TJP1, ITGA5, LAYN, LASP1, SDCBP, DSP, TGFB1I1, TRIP6	1588	155	12782	2.23298123	3.33E-04	3.33E-05	8.16E-04
GOTERM_CC_FAT	GO:0005581~collagen	17	0.749559083	1.18E-06	COL4A4, COL18A1, COL4A2, COL4A1, COL13A1, COL15A1, COL2A1, COL5A2, COL5A1, COL4A5, COL19A1, COL12A1, COL6A1, COL1A1, LOX, COL24A1, COL8A1	1588	35	12782	3.909571788	7.11E-04	6.46E-05	0.001742883
GOTERM_CC_FAT	GO:0031982~vesicle	125	5.511463845	2.12E-06	MTSS1, AP1G2, ATP1B3, CADM1, PDGFB, PDGFA, F13A1, SYT6, ITSN1, TGFB1, TGFB2, CTTNBP2, DAB2, DMXL2, CLK3, SLC2A1, SPRED2, RAB27B, EGFR, ARC, NCF2, NCALD, DLL1, OPTN, SSPN, PCLO, MIB1, VEGFC, SERPINF1, FNBP1L, VEGFA, SDCBP, DST, CHGB, ALDOA, CAV2, PAM, CLCN3, CAV1, CLU, ABCA2, ABCA3, SLC11A2, ECE1, TFF3, EGF, SRGN, FN1, ARHGDIB, BMP4, PLAT, CUBN, RAB8B, HTT, SYT11, SYT12, ITGA1, FURIN, PLA2G4A, FNBP1, NOTCH1, LAMP2, CADPS2, FLG, SYTL4, SYTL2, BMP7, GRIP1, HIP1R, GJA1, ANPEP, VGF, SLC1A4, SLC1A5, AP1S1, AP1S2, DLG4, DPP7, IFNGR1, CACNG8, CAMP, PI4KA, SLC3A2, CACNG4, STXBP2, GAL, TMEM74, CAPN11, IGF2R, SORT1, PEBP1, STEAP2, PROS1, EPN2, PRF1, GPRC5C, AP1M2, RAB3D, CAMK2G, KIT, GPRC5A, GCH1, NPTX1, CRISPLD2, DGKD, CAMK2D, RAB11A, CAMK2B, SCG5, WIPF1, THBS1, EHD1, THBS2, PRSS12, APBA1, GCHFR, PHLDA1, ICA1, TMEM168, APPL1, SH3BP4, CYBA, TFRC, RAB38, IGFBP2	1588	670	12782	1.501701192	0.001276893	1.06E-04	0.003131573
GOTERM_CC_FAT	GO:0031988~membrane-bounded vesicle	109	4.805996473	2.77E-06	MTSS1, ATP1B3, CADM1, PDGFB, AP1G2, PDGFA, F13A1, SYT6, ITSN1, TGFB1, TGFB2, CTTNBP2, DAB2, DMXL2, CLK3, SLC2A1, RAB27B, EGFR, ARC, NCF2, NCALD, OPTN, SSPN, PCLO, VEGFC, SERPINF1, FNBP1L, VEGFA, SDCBP, CHGB, DST, ALDOA, CAV2, PAM, CLCN3, CLU, ABCA2, ABCA3, ECE1, TFF3, EGF, SRGN, FN1, ARHGDIB, BMP4, PLAT, CUBN, HTT, SYT11, ITGA1, FURIN, PLA2G4A, NOTCH1, LAMP2, FNBP1, FLG, SYTL4, SYTL2, BMP7, HIP1R, GRIP1, GJA1, ANPEP, VGF, SLC1A4, SLC1A5, AP1S1, AP1S2, DLG4, DPP7, CACNG8, CAMP, PI4KA, SLC3A2, CACNG4, STXBP2, GAL, CAPN11, IGF2R, SORT1, PEBP1, STEAP2, PROS1, EPN2, PRF1, RAB3D, CAMK2G, KIT, NPTX1, DGKD, CRISPLD2, CAMK2D, RAB11A, SCG5, CAMK2B, WIPF1, THBS1, EHD1, THBS2, APBA1, GCHFR, PHLDA1, ICA1, TMEM168, APPL1, SH3BP4, CYBA, TFRC, RAB38	1588	568	12782	1.544637155	0.001666733	1.28E-04	0.00408843
GOTERM_CC_FAT	GO:0042995~cell projection	128	5.643738977	3.62E-06	ALS2, GPRIN1, S100A4, SNCG, MTSS1, LDHA, KIAA1598, PDLIM7, CADM1, PDGFA, WFS1, SLC9A3, CSPG4, ITSN1, TGFB1, TGFB2, NRCAM, NOV, CTTNBP2, ANK3, SAMD4A, ARC, PTPRF, RXRA, GRIN2A, BASP1, SSTR3, SPAG4, CATSPER1, DBN1, CAV2, SSH1, TNFRSF12A, ALDOC, ALCAM, PVRL1, ARPC3, ARPC2, FGD5, B4GALT1, TESC, CUBN, HTT, FSCN1, ARFIP2, ITGA1, ITGA2, GAS7, CAMK2N1, SEPT11, DOCK4, PLK3, ITGA5, TMOD2, CYFIP1, CACNA1A, MYH10, NRP2, LZTS1, FERMT1, BNIP3, TTLL7, GABBR2, KCNJ12, VGF, GLI2, GLI3, RAB3IP, SPRY4, ACTR3, SPRY1, SLC1A3, GSN, CXCR4, SYNJ2, MSN, IFNGR1, TUBB3, KCNMA1, AR, SH3PXD2A, LDB3, CDK6, CLIC1, ARHGAP24, SMO, BBS2, CHRM3, CYBRD1, PEBP1, LCP1, MYO5A, ABI2, CDH2, DNAH7, TPM1, APBB1IP, ESPN, IGF1R, EZR, PTK2B, PKD1, SLC4A7, SH2B2, CD24, SNAP25, NMU, PRSS12, RASA1, GCHFR, NGEF, NF2, SWAP70, ANXA1, DPYSL3, DPYSL2, STAT1, ITPR3, RUFY3, ITPR2, CYBA, CDH13, PPP1R9A, LAYN, SVIL, RAB34, MAPK8IP3, APBB2	1588	697	12782	1.478173822	0.002180347	1.56E-04	0.005349646
